Date,Description,Amount,Extended Details,Doing Business As,Parent Company,Street Address,"City, State Zip",Reference,Category
9/9/17,"GFS STORE #1985 000001985 - NOVI, MI",13.77,"000919850038009686525
8009686525
GROCERY STORES
 8009686525 
  GROCERY STORES  
 ",GFS MKTPLC,,"44055 W 12 MILE RD
NOVI
MI","48377
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
9/9/17,"KROGER - NOVI, MI",22.38,"999999972528666111979
8666111979
GROCERY STORES
 8666111979 
  GROCERY STORES  
 ",KROGER,,"47650 GRAND RIVER AVE
NOVI
MI","48374
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
9/9/17,"KROGER FUEL #9632 000009632 - NOVI, MI",42.61,"99999997252 8666111979
8666111979
AUTOMATED FUEL  $42.61
 8666111979 
  Description   Price 
  AUTOMATED FUEL   $42.61 
 ",KROGER MI FUEL,,"47580 GRAND RIVER AVENUE
NOVI
MI","48375
UNITED STATES",3.20173E+17,Transportation-Fuel
9/9/17,"MICHAELS STORES 3744 - NOVI, MI",10.36,"37440004007 ARTIST SUPPLY & CRAFT
ARTIST SUPPLY & CRAFT
 ARTIST SUPPLY & CRAFT 
 ",MICHAELS,,"43635 W OAKS DR
NOVI
MI","48377
UNITED STATES",3.20173E+17,Merchandise & Supplies-Arts & Jewelry
9/10/17,"CVS PHARMACY - NOVI, MI",10.76,"10028305 8007467287
8007467287
PHARMACIES  $10.76
 8007467287 
  Description   Price 
  PHARMACIES   $10.76 
 ",CVS PHARMACY,,"47200 W 10 MILE RD
NOVI
MI","48374
UNITED STATES",3.20173E+17,Merchandise & Supplies-Pharmacies
9/11/17,"PIZZA HUT - FARMINGTON, MI",12,"C83FB6 248-474-1601
248-474-1601
FOOD/BEVERAGE  $0.00
 248-474-1601 
  Description  
  FOOD/BEVERAGE  
 ",Pizza Hut,,"38300 W 10 MILE RD
FARMINGTON
MI","48335-2804
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/11/17,"TRANSUNION SMARTMOVE - 866-775-0961, IL",35,"UYHKM6QHKAB RNTL SCRNING
RNTL SCRNING
 RNTL SCRNING 
 ",TRANS UNION SMARTMOVE SCREENING,,"555 W ADAMS ST
FL 1
CHICAGO
IL","60661-3614
UNITED STATES",3.20173E+17,Merchandise & Supplies-Mail Order
9/12/17,"CHIPOTLE 0779 0060 - EAST LANSING, MI",17.01,"0000020155 517-333-3680
517-333-3680
FAST FOOD RESTAURAN $0.00
 517-333-3680 
  Description  
  FAST FOOD RESTAURAN 
 ",Chipotle Mexican Grill,,"539 E GRAND RIVER AVE
EAST LANSING
MI","48823
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/14/17,"AplPay AIRBNB * HMFCJR2RS8 AIRBNB * HMFCJR - SAN FRANCISCO, CA",169.55,"9N13MTNR 4158005959
4158005959
 4158005959 
 ",AIRBNB,,"888 BRANNAN ST
-
SAN FRANCISCO
CA","94103-4932
UNITED STATES",3.20173E+17,Travel-Travel Agencies
9/14/17,"HUDSON ST 1478 0000 - SEATAC, WA",9.77,"53600122 800-326-7711
800-326-7711
NEWS DEALERS/NEWSST $0.00
 800-326-7711 
  Description  
  NEWS DEALERS/NEWSST 
 ",HUDSON NEWS -SEA/TAC,,"801 PACIFIC HWY S
MAIN TERM BLDG DR 5411 17
SEATTLE
WA","98158
UNITED STATES",3.20173E+17,Merchandise & Supplies-Book Stores
9/15/17,DELTA AIR LINES - ATLANTA,8.99,"18002211212
DELTA AIR LINES
From : To : Carrier : Class :
N/A
N/A YY
N/A YY
N/A YY
N/A YY
Ticket Number :  0060191394702 Date of Departure :
Passenger Name : PRASAD/VIKRAM S
Document Type : INFLIGHT CHARGES
 DELTA AIR LINES 
  From:   To:  Carrier:   Class:  
  N/A   N/A   YY   
  N/A  
  N/A  
  N/A  
  Ticket Number:  0060191394702 
  Passenger Name: PRASAD/VIKRAM S 
  Document Type: INFLIGHT CHARGES 
 ",DELTA AIR LINES INC.,,"ATLANTA AIRPORT
ATLANTA
GA","30320
UNITED STATES",3.20173E+17,Travel-Airline
9/15/17,"LYFT *RIDE FRI 8AM - SAN FRANCISCO, CA",3.81,"OPSNT_BPBR2(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/15/17,"LYFT *RIDE THU 5PM - SAN FRANCISCO, CA",13.26,"OPSNT_BPA5L(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/15/17,"PANERA BREAD #202225 0000 - SAN FRANCISCO, CA",3.7,"11111234567 415-777-2080
415-777-2080
FOOD/BEVERAGE  $0.00
 415-777-2080 
  Description  
  FOOD/BEVERAGE  
 ",Panera Bread,,"301 KING ST
SAN FRANCISCO
CA","94158
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/15/17,SPOTIFY USA - NEW YORK,9.99,"P0370343B0 DIRECT MKTG MISC
DIRECT MKTG MISC
 DIRECT MKTG MISC 
 ",SPOTIFY MUSIC SUBS USD RECURRING,,"4TH, 25 ARGYLL ST
LONDON","W1F 7TU
UNITED KINGDOM OF GB AND NI",3.20173E+17,Merchandise & Supplies-Music & Video
9/15/17,"TACO BELL #031685 0316 - SAN FRANCISCO, CA",6.92,"0147329 925-621-2612
925-621-2612
FAST FOOD RESTAURAN $0.00
 925-621-2612 
  Description  
  FAST FOOD RESTAURAN 
 ",Taco Bell,,"710 3RD STREET
SAN FRANCISCO
CA","94107
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/15/17,"TARTINE BAKERY AND CAFE 00A6 - SAN FRANCISCO, CA",4,"68820445 415-487-2600
415-487-2600
FOOD/BEVERAGE  $0.00
 415-487-2600 
  Description  
  FOOD/BEVERAGE  
 ",TARTINE BAKERY & CAFE,,"600 GUERRERO STREET
SAN FRANCISCO
CA","94110
UNITED STATES",3.20173E+17,Restaurant-Restaurant
9/15/17,"WWW.ITUNES.COM/BILL - CUPERTINO, CA",0.99,"MN9MYF2JKX0 ITUNES STORE & APP ST
ITUNES STORE & APP STORE
 ITUNES STORE & APP STORE 
 ",WWW.ITUNES.COM/BILL,,"12545 RIATA VISTA CIRCLE
AUSTIN
TX","78727-5205
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
9/16/17,20% In-Flight Savings for Delta SkyMiles,-1.8,"Credit Cardmembers
",DELTA AIR LINES INC.,,"ATLANTA AIRPORT
ATLANTA
GA","30320
UNITED STATES",3.20173E+17,Travel-Airline
9/16/17,"BART MILLBRAE STATION - MILLBRAE, CA",8.6,"A525870674Z 510-464-6474
510-464-6474
OTHER TRANSPORTATIO $0.00
 510-464-6474 
  Description  
  OTHER TRANSPORTATIO 
 ",BART MILLBRAE STATION,,"200 NORTH ROLLINS ROAD
MILLBRAE
CA","94030
UNITED STATES",3.20173E+17,Transportation-Rail Services
9/16/17,"CALTRAIN 1000 SAN FRAN 0001 - SAN FRANCISCO, CA",5.75,"00001727 650-508-6200
650-508-6200
HARRIS BANK  $0.00
 650-508-6200 
  Description  
  HARRIS BANK  
 ",CALTRAIN TVM,,"700 4TH STREET
SAN FRANCISCO
CA","94107
UNITED STATES",3.20173E+17,Transportation-Rail Services
9/16/17,"LUCKY #726.MILLBRAE CA 000000000992534 - MILLBRAE, CA",11.07,"000059787 6506920429
6506920429
 6506920429 
 ",LUCKY,,"45 MURCHISON DR
MILLBRAE
CA","94030-3059
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
9/16/17,"LYFT *RIDE FRI 2PM - SAN FRANCISCO, CA",4,"OPSNT_BPDIX(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/16/17,"LYFT *RIDE SAT 7PM - SAN FRANCISCO, CA",14.68,"OPSNT_BPJAD(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/16/17,"PATXIS PIZZA - HAYES 00A5 - SAN FRANCISCO, CA",67,"67 415-558-8877
415-558-8877
FOOD/BEVERAGE  $0.00
 415-558-8877 
  Description  
  FOOD/BEVERAGE  
 ",PATXI'S CHICAGO PIZZA,,"511 HAYES ST
SAN FRANCISCO
CA","94102-4213
UNITED STATES",3.20173E+17,Restaurant-Restaurant
9/16/17,"THE LITTLE CHIHUAHUA - San Francisco, CA",11.84,"VJAENG squareup.com/receipts
squareup.com/receipts
 squareup.com/receipts 
 ",THE LITTLE CHIHUAHUA,,"581 VALENCIA ST
SAN FRANCISCO
CA","94110
UNITED STATES OF AMERICA (THE)",3.20173E+17,Restaurant-Restaurant
9/17/17,"BART MILLBRAE STATION - MILLBRAE, CA",20,"A525891338Z 510-464-6474
510-464-6474
OTHER TRANSPORTATIO $0.00
 510-464-6474 
  Description  
  OTHER TRANSPORTATIO 
 ",BART MILLBRAE STATION,,"200 NORTH ROLLINS ROAD
MILLBRAE
CA","94030
UNITED STATES",3.20173E+17,Transportation-Rail Services
9/17/17,"MARTHA & BROTHERS COFFEE 0897 - SAN FRANCISCO, CA",4.25,"93680033 415-641-4433
415-641-4433
FOOD/BEVERAGE  $0.00
 415-641-4433 
  Description  
  FOOD/BEVERAGE  
 ",MARTHA & BROS COFFEE,,"3868 24TH ST
SAN FRANCISCO
CA","94114
UNITED STATES",3.20173E+17,Restaurant-Restaurant
9/17/17,"SAFEWAY - SAN JOSE, CA",23.43,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"5146 STEVENS CREEK BLVD
SAN JOSE
CA","95129
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
9/17/17,"SAFEWAY STORE 1547 - BURLINGAME, CA",3.99,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"1450 HOWARD AVE
BURLINGAME
CA","94010
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
9/18/17,"BJS RESTAURANTS 425 000000000000000 - CUPERTINO, CA",43,"243 RESTAURANT
RESTAURANT
FOOD/BEVERAGE37.46
TIP5.54
TIP0.00
TIP0.00
 RESTAURANT 
  FOOD/BEVERAGE  $37.46 
  TIP  $5.54 
 ",BJ's Restaurant & Brewhouse,,"10690 N DE ANZA BLVD
CUPERTINO
CA","95014-2031
UNITED STATES",3.20173E+17,Restaurant-Restaurant
9/18/17,"TST* NEW TANDOORI CAFE 300005019 - SAN JOSE, CA",39.28,"JO7dTzBlC00 4084764892
4084764892
RESTAURANTS  $39.28
 4084764892 
  Description   Price 
  RESTAURANTS   $39.28 
 ",NEW TANDOORI CAFE,,"5134 STEVENS CREEK BLVD
SAN JOSE
CA","95129-1019
UNITED STATES",3.20173E+17,Restaurant-Restaurant
9/19/17,"CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"847873 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/19/17,"LYFT *RIDE MON 7AM - SAN FRANCISCO, CA",9.28,"OPSNT_BQE5Z(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/19/17,"LYFT *RIDE TUE 9AM - SAN FRANCISCO, CA",7,"OPSNT_BQJSL(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/19/17,"TARGET CUPERTINO MAIN STREET 3224 - CUPERTINO, CA",22.91,"01604896 DISCOUNT STORE
DISCOUNT STORE
 DISCOUNT STORE 
 ",TARGET STORE,,"19499 STEVENS CREEK BLVD.
CUPERTINO
CA","95014
UNITED STATES",3.20173E+17,Merchandise & Supplies-Wholesale Stores
9/20/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"2644094 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/20/17,"LYFT *RIDE TUE 7PM - SAN FRANCISCO, CA",18.1,"OPSNT_BR2I1(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/20/17,"LYFT *RIDE WED 8AM - SAN FRANCISCO, CA",27.7,"OPSNT_BR9IN(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/20/17,"TST* PIEOLOGY CUPERTINO 000000175 - CUPERTINO, CA",9.21,"wGkGvsmOi00 4083204307
4083204307
RESTAURANTS  $9.21
 4083204307 
  Description   Price 
  RESTAURANTS   $9.21 
 ",Pieology Pizzeria,,"19409 STEVENS CREEK BLVD
STE 140
CUPERTINO
CA","95014
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/21/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"2654834 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/21/17,"LYFT *RIDE THU 7PM - SAN FRANCISCO, CA",20.8,"OPSNT_BRDGR(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/21/17,"LYFT *RIDE WED 7PM - SAN FRANCISCO, CA",18.78,"OPSNT_BRPXN(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/21/17,"TST* PIEOLOGY CUPERTINO 000000175 - CUPERTINO, CA",7.07,"BrU5crvEc00 4083204307
4083204307
RESTAURANTS  $7.07
 4083204307 
  Description   Price 
  RESTAURANTS   $7.07 
 ",Pieology Pizzeria,,"19409 STEVENS CREEK BLVD
STE 140
CUPERTINO
CA","95014
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/21/17,"UBER *US SEP21 PCTYX - HELP.UBER.COM, CA",19.72,"H8E6F4JX HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/21/17,"WWW.ITUNES.COM/BILL - CUPERTINO, CA",3.99,"MN9N6KVY6V0 ITUNES STORE & APP ST
ITUNES STORE & APP STORE
 ITUNES STORE & APP STORE 
 ",WWW.ITUNES.COM/BILL,,"12545 RIATA VISTA CIRCLE
AUSTIN
TX","78727-5205
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
9/22/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",4.5,"522448 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/22/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"543904 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/22/17,"UBER *US SEP22 3C7KI - HELP.UBER.COM, CA",15.17,"JE8KRC6A HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/23/17,"JOANIES CAFE 542929806820163 - PALO ALTO, CA",22,"24224437267 6503266505
6503266505
TIP3.03
TIP0.00
TIP0.00
TIP0.00
 6503266505 
  TIP  $3.03 
 ",JOANIE'S CAFE,,"405 S CALIFORNIA AVE
PALO ALTO
CA","94306-1832
UNITED STATES",3.20173E+17,Restaurant-Restaurant
9/23/17,"LYFT *RIDE FRI 11PM - SAN FRANCISCO, CA",10.74,"OPSNT_BSODP(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/23/17,"TACO BELL - SANTA CLARA, CA",9.78,"0976359 650-868-4942
650-868-4942
FAST FOOD RESTAURAN $0.00
 650-868-4942 
  Description  
  FAST FOOD RESTAURAN 
 ",Taco Bell,,"2555 THE ALAMEDA
SANTA CLARA
CA","95050
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/23/17,"UBER *US SEP23 YUU4M - HELP.UBER.COM, CA",8.21,"G09YDRXN HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/24/17,"IN N OUT BURGER 246 650000009327860 - REDWOOD CITY, CA",9.62,"10156320170 8662916338
8662916338
 8662916338 
 ",IN-N-OUT BURGER #246,,"949 VETERANS BLVD
REDWOOD CITY
CA","94063
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/24/17,"NOAH'S BAGELS - REDWOOD CITY, CA",7.59,"0000050145 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
FOOD/BEVERAGE  $0.00
 FAST FOOD RESTAURANT 
  Description  
  FOOD/BEVERAGE  
 ",NOAHS BAGELS,,"1067 EL CAMINO REAL
REDWOOD CITY
CA","94063-1632
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/25/17,"AMAZON.COM - AMZN.COM/BILL, WA",16.26,"6VVCD13BKE8 MERCHANDISE
MERCHANDISE
 MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
9/25/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"566880 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/25/17,"SAFEWAY STORE 0759 - SAN FRANCISCO, CA",17.63,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
9/25/17,"UBER *TRIP V2EKF - HELP.UBER.COM, CA",19.6,"3Q3YN17Q HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/26/17,"AMAZON.COM - AMZN.COM/BILL, WA",244.93,"1TUOLHZCUT5 MERCHANDISE
MERCHANDISE
 MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
9/26/17,"BART-COLMA QPS 0000 - COLMA, CA",30,"A526240955Z 510-464-6474
510-464-6474
OTHER TRANSPORTATIO $0.00
 510-464-6474 
  Description  
  OTHER TRANSPORTATIO 
 ",BART-COLMA,,"365 D ST
COLMA
CA","94014
UNITED STATES OF AMERICA (THE)",3.20173E+17,Transportation-Rail Services
9/26/17,"CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"889324 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/27/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",8.99,"1PN2VBBBQT1 BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
9/27/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",17.98,"3LM6VHT3F0S BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
9/27/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",50.97,"3EHEP2YK6C2 BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
9/27/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"589851 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/27/17,"IKEA EAST PALO ALTO 347 - PALO ALTO, CA",175,"49211858 650-323-4532
650-323-4532
HOME FURNISHINGS  $0.00
 650-323-4532 
  Description  
  HOME FURNISHINGS  
 ",IKEA,,"1700 E BAYSHORE RD
-
East Palo Alto
CA","94303-2559
UNITED STATES",3.20173E+17,Merchandise & Supplies-Furnishing
9/28/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"2704998 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/28/17,"LYFT *RIDE WED 7PM - SAN FRANCISCO, CA",25.71,"OPSNT_BU1F2(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/29/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",5.5,"563675 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/29/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"2716298 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
9/29/17,"LYFT *RIDE FRI 9PM - SAN FRANCISCO, CA",6.31,"OPSNT_BUDTX(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
9/30/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",6.99,"5OS1P7HSFDA BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
9/30/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",18.49,"5IVZQYY59JH BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
9/30/17,"LYFT *RIDE FRI 11PM - SAN FRANCISCO, CA",10.98,"OPSNT_BV0XS(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
10/1/17,"AplPay CANYON MARKET 0000 - SAN FRANCISCO, CA",3.54,"0036439 415-800-3124
415-800-3124
GROCERY STORES,SUPE $0.00
 415-800-3124 
  Description  
  GROCERY STORES,SUPE 
 ",CANYON MARKET,,"2815 DIAMOND ST
SAN FRANCISCO
CA","94131-3004
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
10/1/17,"LifeTimeFitness.COM - 888-430-6432, MN",2.26,"109076822-2MONTHLY DUES
MONTHLY DUES
888-430-6432
 MONTHLY DUES 
  888-430-6432  
 ",LifetimeFitness.COM 888-430-6432,,"2902 CORPORATE PL
CHANHASSEN
MN","55317
UNITED STATES",3.20173E+17,Entertainment-Associations
10/1/17,"SAFEWAY STORE 0759 - SAN FRANCISCO, CA",32.76,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
10/1/17,"UNITED AIRLINES - HOUSTON, TX",173.2,"27390881 WWW.UNITED.COM
UNITED AIRLINES
From : To : Carrier : Class :
SAN FRANCISCO INTL
BURBANK UA
N/A UA
N/A YY
N/A YY
Ticket Number :  01623676492944 Date of Departure :  1006
Passenger Name : PRASAD/VIKRAMSHANKAR
Document Type : PASSENGER TICKET
 UNITED AIRLINES 
  From:   To:  Carrier:   Class:  
  SAN FRANCISCO INTL  BURBANK   UA   
  N/A  
  N/A  
  N/A  
  Ticket Number:  01623676492944  Date of Departure:  10/06 
  Passenger Name: PRASAD/VIKRAMSHANKAR 
  Document Type: PASSENGER TICKET 
 ",UNITED ELEC TICKETNG,,"609 MAIN STREET
HSCAC - 12TH FLOOR
HOUSTON
TX","77002
UNITED STATES",3.20173E+17,Travel-Airline
10/2/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",5.88,"4UZB9D8IWSO BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
